,hh,HHID_old,region,urban,year,month,sregion,inflation
1130,H18608-04-01,3023001608.0,3,0,2014,3,6,1.085526134477244
1131,H18609-04-01,3023001609.0,3,0,2013,10,6,1.0757810432021624
1132,H18610-04-01,3023001610.0,3,0,2014,3,6,1.085526134477244
1133,H18708-04-01,3023001808.0,3,0,2014,6,6,1.0753197970037849
1134,H18712-04-01,3023001812.0,3,0,2013,12,6,1.0700411330335953
1135,H18801-04-01,3213002101.0,3,0,2013,10,6,1.0757810432021624
1136,H18801-04-02,,3,0,2014,4,6,1.0965546293128212
1137,H18802-04-01,3213002102.0,3,0,2013,10,6,1.0757810432021624
1138,H18803-04-01,3213002103.0,3,0,2013,10,6,1.0757810432021624
1139,H18804-04-01,3213002104.0,3,0,2014,4,6,1.0965546293128212
1140,H18805-04-01,3213002105.0,3,0,2013,10,6,1.0757810432021624
1141,H18806-04-01,2321300210606.0,3,0,2014,4,6,1.0965546293128212
1142,H18806-04-02,3213002106.0,3,0,2014,4,6,1.0965546293128212
1143,H18806-04-03,321300210601.0,3,0,2014,7,6,1.0747256362995772
1144,H18807-04-01,3213002107.0,3,0,2014,4,6,1.0965546293128212
1145,H18807-04-02,,3,0,2014,10,6,1.0948123174730158
1146,H18808-04-01,3213002108.0,3,0,2013,10,6,1.0757810432021624
1147,H18808-04-02,,3,0,2014,5,6,1.0851567104844397
1148,H18808-04-03,,3,0,2014,10,6,1.0948123174730158
1149,H18809-04-01,3213002109.0,3,0,2014,5,6,1.0851567104844397
1150,H18810-04-01,3213002110.0,3,0,2014,4,6,1.0965546293128212
1151,H18901-04-01,3213002301.0,3,0,2014,1,6,1.0693649877067413
1152,H18902-04-01,3213002302.0,3,0,2014,1,6,1.0693649877067413
1153,H18904-04-01,3213002304.0,3,0,2014,1,6,1.0693649877067413
1154,H18905-04-01,3213002305.0,3,0,2014,7,6,1.0747256362995772
1155,H18907-04-01,3213002307.0,3,0,2014,1,6,1.0693649877067413
1156,H18908-04-01,3213002308.0,3,0,2014,7,6,1.0747256362995772
1157,H18909-04-01,3213002309.0,3,0,2014,7,6,1.0747256362995772
1158,H18910-04-01,3213002310.0,3,0,2014,7,6,1.0747256362995772
1159,H19001-04-01,3213002801.0,3,0,2013,11,6,1.0687510235353679
1160,H19001-04-02,321300280103.0,3,0,2013,11,6,1.0687510235353679
1161,H19002-04-01,3213002802.0,3,0,2013,11,6,1.0687510235353679
1162,H19004-04-01,3213002804.0,3,0,2013,11,6,1.0687510235353679
1163,H19005-04-01,3213002805.0,3,0,2013,11,6,1.0687510235353679
1164,H19006-04-01,3213002806.0,3,0,2013,11,6,1.0687510235353679
1165,H19007-04-01,3213002807.0,3,0,2014,5,6,1.0851567104844397
1166,H19008-04-01,2321300280802.0,3,0,2014,1,6,1.0693649877067413
1167,H19008-04-02,3213002808.0,3,0,2014,1,6,1.0693649877067413
1168,H19008-04-03,321300280803.0,3,0,2014,1,6,1.0693649877067413
1169,H19008-04-04,321300280806.0,3,0,2014,1,6,1.0693649877067413
1170,H19009-04-01,3213002809.0,3,1,2014,5,6,1.0851567104844397
1171,H19010-04-01,3213002810.0,3,0,2014,5,6,1.0851567104844397
1172,H19101-04-01,3213003001.0,3,0,2014,2,6,1.0731904059908903
1173,H19102-04-01,3213003002.0,3,0,2014,2,6,1.0731904059908903
1174,H19103-04-01,3213003003.0,3,0,2014,2,6,1.0731904059908903
1175,H19104-04-01,3213003004.0,3,0,2014,2,6,1.0731904059908903
1176,H19105-04-01,3213003005.0,3,0,2014,2,6,1.0731904059908903
1177,H19106-04-01,3213003006.0,3,0,2014,8,6,1.0868319920274512
1178,H19107-04-01,30321300300703.0,3,0,2014,8,6,1.0868319920274512
1179,H19107-04-02,30321300300708.0,3,1,2014,8,6,1.0868319920274512
1180,H19107-04-03,3213003007.0,3,0,2014,10,6,1.0948123174730158
1181,H19108-04-01,3213003008.0,3,0,2014,8,6,1.0868319920274512
1182,H19108-04-02,321300300802.0,3,0,2014,8,6,1.0868319920274512
1183,H19108-04-03,,3,0,2014,10,6,1.0948123174730158
1184,H19109-04-01,3213003009.0,3,0,2014,8,6,1.0868319920274512
1185,H19110-04-01,3213003010.0,3,0,2014,8,6,1.0868319920274512
1186,H19201-04-01,3023003501.0,3,0,2013,12,6,1.0700411330335953
1187,H19203-04-01,3023003503.0,3,0,2013,12,6,1.0700411330335953
1188,H19204-04-01,3023003504.0,3,0,2013,12,6,1.0700411330335953
1189,H19205-04-01,3023003505.0,3,0,2013,12,6,1.0700411330335953
1190,H19205-04-03,,3,0,2014,6,6,1.0753197970037849
1191,H19206-04-01,3023003506.0,3,0,2013,12,6,1.0700411330335953
1192,H19207-04-01,3023003507.0,3,0,2014,6,6,1.0753197970037849
1193,H19208-04-01,3023003508.0,3,0,2014,6,6,1.0753197970037849
1194,H19210-04-01,3023003510.0,3,0,2014,6,6,1.0753197970037849
1195,H19211-04-01,3023003511.0,3,0,2014,6,6,1.0753197970037849
1196,H19212-04-01,2302300351202.0,3,0,2014,6,6,1.0753197970037849
1197,H19212-04-02,3023003512.0,3,1,2014,6,6,1.0753197970037849
1198,H19212-04-03,302300351203.0,3,0,2014,6,6,1.0753197970037849
1199,H19401-04-01,3191000501.0,3,1,2013,12,8,1.0700411330335953
1200,H19402-04-01,3191000502.0,3,1,2013,12,8,1.0700411330335953
1201,H19404-04-01,3191000504.0,3,1,2014,6,8,1.0753197970037849
1202,H19406-04-01,3191000506.0,3,1,2013,12,8,1.0700411330335953
1203,H19407-04-01,3191000507.0,3,1,2013,12,8,1.0700411330335953
1204,H19409-04-01,3191000509.0,3,1,2014,6,8,1.0753197970037849
1205,H19501-04-01,3033000601.0,3,0,2014,3,8,1.085526134477244
1206,H19502-04-01,3033000602.0,3,0,2013,9,8,1.0759212825732265
1207,H19504-04-01,3033000604.0,3,0,2013,9,8,1.0759212825732265
1208,H19504-04-02,,3,1,2013,10,8,1.0757810432021624
1209,H19505-04-01,3033000605.0,3,0,2014,3,8,1.085526134477244
1210,H19506-04-01,3033000606.0,3,0,2014,3,8,1.085526134477244
1211,H19507-04-01,3033000607.0,3,0,2013,9,8,1.0759212825732265
1212,H19508-04-01,3033000608.0,3,0,2014,3,8,1.085526134477244
1213,H19509-04-01,3033000609.0,3,0,2013,9,8,1.0759212825732265
1214,H19510-04-01,3033000610.0,3,0,2013,9,8,1.0759212825732265
1215,H19602-04-01,3033000902.0,3,1,2014,1,8,1.0693649877067413
1216,H19602-04-02,,3,0,2014,8,8,1.0868319920274512
1217,H19603-04-01,3033000903.0,3,0,2014,1,8,1.0693649877067413
1218,H19604-04-01,3033000904.0,3,0,2014,8,8,1.0868319920274512
1219,H19605-04-01,3033000905.0,3,1,2014,1,8,1.0693649877067413
1220,H19607-04-01,3033000907.0,3,0,2014,8,8,1.0868319920274512
1221,H19607-04-02,303300090702.0,3,0,2014,8,8,1.0868319920274512
1222,H19607-04-03,,3,0,2014,8,8,1.0868319920274512
1223,H19608-04-01,3033000908.0,3,1,2014,8,8,1.0868319920274512
1224,H19609-04-01,3033000909.0,3,1,2014,8,8,1.0868319920274512
1225,H19610-04-01,3033000910.0,3,1,2014,8,8,1.0868319920274512
1226,H19702-04-01,3193001202.0,3,0,2013,10,8,1.0757810432021624
1227,H19702-04-02,319300120202.0,3,1,2014,4,8,1.0965546293128212
1228,H19702-04-03,319300120203.0,3,1,2014,4,8,1.0965546293128212
1229,H19702-04-04,319300120204.0,3,0,2014,4,8,1.0965546293128212
1230,H19703-04-01,3193001203.0,3,0,2014,4,8,1.0965546293128212
1231,H19703-04-02,,3,1,2014,7,8,1.0747256362995772
1232,H19704-04-01,3193001204.0,3,0,2013,10,8,1.0757810432021624
1233,H19705-04-01,3193001205.0,3,0,2014,4,8,1.0965546293128212
1234,H19707-04-01,3193001207.0,3,0,2014,4,8,1.0965546293128212
1235,H19708-04-01,3193001208.0,3,0,2013,10,8,1.0757810432021624
1236,H19709-04-01,3193001209.0,3,0,2013,10,8,1.0757810432021624
1237,H19710-04-01,3193001210.0,3,0,2014,4,8,1.0965546293128212
1238,H19711-04-01,3193001211.0,3,0,2014,4,8,1.0965546293128212
1239,H20002-04-01,3203002102.0,3,1,2013,9,8,1.0759212825732265
1240,H20003-04-01,3203002103.0,3,1,2013,9,8,1.0759212825732265
1241,H20004-04-01,3203002104.0,3,1,2014,3,8,1.085526134477244
1242,H20005-04-01,3203002105.0,3,1,2013,9,8,1.0759212825732265
1243,H20005-04-02,,3,0,2013,9,8,1.0759212825732265
1244,H20006-04-01,3203002106.0,3,1,2014,3,8,1.085526134477244
1245,H20007-04-01,3203002107.0,3,0,2014,3,8,1.085526134477244
1246,H20009-04-01,3203002109.0,3,1,2013,9,8,1.0759212825732265
1247,H20010-04-01,2320300211001.0,3,0,2014,3,8,1.085526134477244
1248,H20010-04-02,30320300211007.0,3,0,2014,3,8,1.085526134477244
1249,H20010-04-03,3203002110.0,1,1,2014,3,1,1.085526134477244
1250,H20011-04-01,3203002111.0,3,1,2013,9,8,1.0759212825732265
1251,H20201-04-01,3203002701.0,3,0,2013,10,8,1.0757810432021624
1252,H20202-04-01,3203002702.0,3,0,2014,4,8,1.0965546293128212
1253,H20203-04-01,3203002703.0,3,0,2013,10,8,1.0757810432021624
1254,H20203-04-02,,3,0,2013,10,8,1.0757810432021624
1255,H20205-04-01,3203002705.0,3,0,2013,10,8,1.0757810432021624
1256,H20206-04-01,3203002706.0,3,0,2014,4,8,1.0965546293128212
1257,H20207-04-01,3203002707.0,3,0,2013,10,8,1.0757810432021624
1258,H20207-04-02,320300270708.0,3,0,2014,4,8,1.0965546293128212
1259,H20208-04-01,3203002708.0,3,0,2013,10,8,1.0757810432021624
1260,H20209-04-01,3203002709.0,3,0,2014,4,8,1.0965546293128212
1261,H20210-04-01,3203002710.0,3,0,2014,4,8,1.0965546293128212
1262,H20210-04-02,,3,0,2014,4,8,1.0965546293128212
1263,H20210-04-03,,3,0,2014,7,8,1.0747256362995772
1264,H20301-04-01,3203003001.0,3,0,2014,7,8,1.0747256362995772
1265,H20302-04-01,3203003002.0,3,0,2014,1,8,1.0693649877067413
1266,H20303-04-01,3203003003.0,3,0,2014,1,8,1.0693649877067413
1267,H20304-04-01,3203003004.0,3,0,2014,1,8,1.0693649877067413
1268,H20305-04-01,3203003005.0,3,0,2014,1,8,1.0693649877067413
1269,H20306-04-01,3203003006.0,3,0,2014,1,8,1.0693649877067413
1270,H20307-04-01,3203003007.0,3,0,2014,7,8,1.0747256362995772
1271,H20309-04-01,3203003009.0,3,0,2014,7,8,1.0747256362995772
1272,H20310-04-01,3203003010.0,3,0,2014,7,8,1.0747256362995772
1273,H20310-04-02,320300301003.0,3,0,2014,7,8,1.0747256362995772
1274,H20401-04-01,3033003301.0,3,0,2013,11,8,1.0687510235353679
1275,H20402-04-01,3033003302.0,3,0,2013,11,8,1.0687510235353679
1276,H20403-04-01,3033003303.0,3,0,2014,5,8,1.0851567104844397
1277,H20404-04-01,3033003304.0,3,0,2013,11,8,1.0687510235353679
1278,H20406-04-01,3033003306.0,3,0,2013,11,8,1.0687510235353679
1279,H20407-04-01,3033003307.0,3,0,2014,5,8,1.0851567104844397
1280,H20408-04-01,3033003308.0,3,0,2013,11,8,1.0687510235353679
1281,H20409-04-01,3033003309.0,3,0,2014,5,8,1.0851567104844397
1282,H20411-04-01,3033003311.0,3,0,2014,5,8,1.0851567104844397
1283,H20503-04-01,3041000203.0,3,1,2013,9,6,1.0759212825732265
1284,H20504-04-01,3041000204.0,3,1,2013,9,6,1.0759212825732265
1285,H20505-04-01,3041000205.0,3,1,2014,3,6,1.085526134477244
1286,H20507-04-01,3041000207.0,3,1,2014,3,6,1.085526134477244
1287,H20507-04-02,304100020702.0,3,1,2014,3,6,1.085526134477244
1288,H20508-04-01,3041000208.0,3,0,2014,3,6,1.085526134477244
1289,H20509-04-01,3041000209.0,3,1,2013,9,6,1.0759212825732265
1290,H20510-04-01,3041000210.0,3,1,2014,3,6,1.085526134477244
1291,H20601-04-01,3041000401.0,3,1,2014,1,6,1.0693649877067413
1292,H20601-04-02,,3,0,2014,10,6,1.0948123174730158
1293,H20602-04-01,3041000402.0,3,1,2014,1,6,1.0693649877067413
1294,H20603-04-01,230410004030402.0,3,1,2014,1,6,1.0693649877067413
1295,H20603-04-02,230410004030404.0,3,1,2014,1,6,1.0693649877067413
1296,H20603-04-03,3041000403.0,3,1,2014,7,6,1.0747256362995772
1297,H20604-04-01,3041000404.0,3,1,2014,1,6,1.0693649877067413
1298,H20606-04-01,3041000406.0,3,1,2014,1,6,1.0693649877067413
1299,H20606-04-02,,3,0,2014,7,6,1.0747256362995772
1300,H20607-04-01,3041000407.0,3,0,2014,8,6,1.0868319920274512
1301,H20608-04-01,3041000408.0,3,1,2014,7,6,1.0747256362995772
1302,H20609-04-02,,3,1,2014,7,6,1.0747256362995772
1303,H20610-04-02,3041000410.0,3,1,2014,7,6,1.0747256362995772
1304,H20610-04-03,304100041001.0,3,0,2014,7,6,1.0747256362995772
1305,H20610-04-04,304100041003.0,3,0,2014,10,6,1.0948123174730158
1306,H20611-04-02,,3,1,2014,7,6,1.0747256362995772
1307,H20801-04-01,3043000901.0,3,0,2014,2,6,1.0731904059908903
1308,H20802-04-01,3043000902.0,3,0,2014,2,6,1.0731904059908903
1309,H20803-04-01,3043000903.0,3,0,2014,2,6,1.0731904059908903
1310,H20804-04-01,3043000904.0,3,0,2014,2,6,1.0731904059908903
1311,H20805-04-01,3043000905.0,3,0,2014,2,6,1.0731904059908903
1312,H20805-04-02,,3,0,2014,10,6,1.0948123174730158
1313,H20807-04-01,3043000907.0,3,0,2014,8,6,1.0868319920274512
1314,H20809-04-01,3043000909.0,3,0,2014,8,6,1.0868319920274512
1315,H20810-04-01,3043000910.0,3,0,2014,8,6,1.0868319920274512
1316,H20811-04-01,3043000911.0,3,0,2014,8,6,1.0868319920274512
1317,H20811-04-02,304300091102.0,3,0,2014,8,6,1.0868319920274512
1318,H20811-04-03,,3,0,2014,8,6,1.0868319920274512
1319,H20811-04-04,,3,1,2014,8,6,1.0868319920274512
1320,H20811-04-05,,3,0,2014,10,8,1.0948123174730158
1321,H20901-04-01,3043001401.0,3,0,2013,12,6,1.0700411330335953
1322,H20902-04-01,3043001402.0,3,0,2013,12,6,1.0700411330335953
1323,H20903-04-02,,3,0,2013,12,6,1.0700411330335953
1324,H20903-04-03,,3,0,2014,10,6,1.0948123174730158
1325,H20904-04-01,3043001404.0,3,0,2013,12,6,1.0700411330335953
1326,H20905-04-01,3043001405.0,3,0,2013,12,6,1.0700411330335953
1327,H20905-04-02,,3,0,2014,7,6,1.0747256362995772
1328,H20906-04-01,2304300140608.0,3,0,2014,7,6,1.0747256362995772
1329,H20906-04-03,,3,0,2014,7,6,1.0747256362995772
1330,H20907-04-01,3043001407.0,3,0,2014,7,6,1.0747256362995772
1331,H20908-04-01,3043001408.0,3,0,2014,7,6,1.0747256362995772
1332,H20908-04-02,304300140803.0,3,1,2014,10,6,1.0948123174730158
1333,H20909-04-01,3043001409.0,3,1,2014,7,6,1.0747256362995772
1334,H20910-04-01,3043001410.0,3,0,2014,7,6,1.0747256362995772
1335,H21101-04-01,3051000101.0,3,0,2014,2,6,1.0731904059908903
1336,H21102-04-01,2305100010207.0,3,1,2014,2,6,1.0731904059908903
1337,H21102-04-02,30305100010204.0,3,0,2014,8,6,1.0868319920274512
1338,H21103-04-01,3051000103.0,3,0,2014,8,6,1.0868319920274512
1339,H21105-04-01,3051000105.0,3,0,2014,2,6,1.0731904059908903
1340,H21106-04-01,3051000106.0,3,0,2014,2,6,1.0731904059908903
1341,H21107-04-01,3051000107.0,3,0,2014,2,6,1.0731904059908903
1342,H21108-04-01,3051000108.0,3,0,2014,8,6,1.0868319920274512
1343,H21109-04-01,3051000109.0,3,1,2014,8,6,1.0868319920274512
1344,H21110-04-01,3051000110.0,3,1,2014,8,6,1.0868319920274512
1345,H21401-04-01,2318300030106.0,3,0,2014,4,7,1.0965546293128212
1346,H21401-04-02,3183000301.0,3,0,2014,4,7,1.0965546293128212
1347,H21402-04-01,3183000302.0,3,0,2014,4,7,1.0965546293128212
1348,H21403-04-01,3183000303.0,3,0,2013,10,7,1.0757810432021624
1349,H21404-04-01,3183000304.0,3,0,2013,10,7,1.0757810432021624
1350,H21405-04-01,3183000305.0,3,0,2014,4,7,1.0965546293128212
1351,H21406-04-01,3183000306.0,3,0,2014,4,7,1.0965546293128212
1352,H21407-04-01,3183000307.0,3,0,2013,10,7,1.0757810432021624
1353,H21408-04-01,3183000308.0,3,0,2013,10,7,1.0757810432021624
1354,H21409-04-01,3183000309.0,3,0,2013,10,7,1.0757810432021624
1355,H21410-04-01,3183000310.0,3,0,2014,3,7,1.085526134477244
1356,H21501-04-01,3183000401.0,3,0,2014,8,7,1.0868319920274512
1357,H21502-04-01,3183000402.0,3,0,2014,2,7,1.0731904059908903
1358,H21503-04-01,3183000403.0,3,0,2014,2,7,1.0731904059908903
1359,H21505-04-01,3183000405.0,3,0,2014,8,7,1.0868319920274512
1360,H21506-04-01,3183000406.0,3,0,2014,8,7,1.0868319920274512
1361,H21507-04-01,3183000407.0,3,0,2014,2,7,1.0731904059908903
1362,H21509-04-01,3183000409.0,3,0,2014,2,7,1.0731904059908903
1363,H21510-04-01,3183000410.0,3,0,2014,2,7,1.0731904059908903
1364,H21601-04-01,3063000601.0,3,0,2013,11,7,1.0687510235353679
1365,H21602-04-01,2306300060209.0,3,0,2013,11,7,1.0687510235353679
1366,H21603-04-01,3063000603.0,3,1,2013,11,7,1.0687510235353679
1367,H21608-04-01,3063000608.0,3,0,2013,11,7,1.0687510235353679
1368,H21609-04-01,3063000609.0,3,0,2013,11,7,1.0687510235353679
1369,H21610-04-01,3063000610.0,3,0,2014,5,7,1.0851567104844397
1370,H21612-04-01,3063000612.0,3,0,2013,11,7,1.0687510235353679
1371,H21612-04-02,,3,0,2014,5,7,1.0851567104844397
1372,H21701-04-01,3063000701.0,3,0,2013,9,7,1.0759212825732265
1373,H21703-04-01,3063000703.0,3,0,2013,9,7,1.0759212825732265
1374,H21704-04-01,3063000704.0,3,0,2014,3,7,1.085526134477244
1375,H21705-04-01,3063000705.0,3,0,2013,9,7,1.0759212825732265
1376,H21706-04-01,3063000706.0,3,0,2013,9,7,1.0759212825732265
1377,H21708-04-01,3063000708.0,3,0,2014,3,7,1.085526134477244
1378,H21709-04-01,3063000709.0,3,0,2014,3,7,1.085526134477244
1379,H21710-04-01,3063000710.0,3,0,2014,3,7,1.085526134477244
1380,H21711-04-01,3063000711.0,3,0,2013,9,7,1.0759212825732265
1381,H22001-04-01,3071000701.0,3,1,2013,10,6,1.0757810432021624
1382,H22002-04-01,3071000702.0,3,1,2013,10,6,1.0757810432021624
1383,H22003-04-01,3071000703.0,3,1,2013,10,6,1.0757810432021624
1384,H22004-04-01,230710007040303.0,3,0,2014,4,6,1.0965546293128212
1385,H22004-04-03,307100070403.0,3,1,2014,4,6,1.0965546293128212
1386,H22004-04-04,307100070405.0,3,0,2014,4,6,1.0965546293128212
1387,H22004-04-05,,3,1,2014,4,6,1.0965546293128212
1388,H22006-04-01,3071000706.0,3,0,2014,4,6,1.0965546293128212
1389,H22014-04-01,3071000714.0,3,1,2014,4,6,1.0965546293128212
1390,H22101-04-01,2317300090101.0,3,0,2013,12,6,1.0700411330335953
1391,H22101-04-02,2317300090103.0,3,0,2014,6,6,1.0753197970037849
1392,H22101-04-03,3173000901.0,3,1,2014,6,6,1.0753197970037849
1393,H22102-04-02,,3,0,2013,12,6,1.0700411330335953
1394,H22103-04-01,3173000903.0,3,0,2013,12,6,1.0700411330335953
1395,H22105-04-01,3173000905.0,3,0,2013,12,6,1.0700411330335953
1396,H22106-04-01,3173000906.0,3,0,2014,6,6,1.0753197970037849
1397,H22109-04-01,3173000909.0,3,0,2014,6,6,1.0753197970037849
1398,H22110-04-01,231730009100411.0,3,0,2014,6,6,1.0753197970037849
1399,H22110-04-02,231730009100504.0,3,0,2014,7,6,1.0747256362995772
1400,H22110-04-03,3173000910.0,3,0,2014,7,6,1.0747256362995772
1401,H22110-04-04,317300091003.0,3,0,2014,7,6,1.0747256362995772
1402,H22110-04-05,317300091004.0,3,0,2014,8,6,1.0868319920274512
1403,H22110-04-06,317300091005.0,3,0,2014,10,6,1.0948123174730158
1404,H22111-04-01,3173000911.0,3,0,2014,6,6,1.0753197970037849
1405,H22301-04-01,3173001101.0,3,1,2014,1,6,1.0693649877067413
1406,H22302-04-01,3173001102.0,3,0,2014,1,6,1.0693649877067413
1407,H22303-04-01,2317300110305.0,3,0,2014,8,6,1.0868319920274512
1408,H22303-04-02,3173001103.0,3,0,2014,8,6,1.0868319920274512
1409,H22303-04-03,317300110302.0,3,0,2014,8,6,1.0868319920274512
1410,H22303-04-04,,3,0,2014,8,6,1.0868319920274512
1411,H22305-04-01,3173001105.0,3,0,2014,1,6,1.0693649877067413
1412,H22306-04-01,3173001106.0,2,1,2014,8,5,1.0868319920274512
1413,H22307-04-01,3173001107.0,3,0,2014,1,6,1.0693649877067413
1414,H22308-04-01,3173001108.0,3,0,2014,8,6,1.0868319920274512
1415,H22309-04-01,3173001109.0,3,0,2014,8,6,1.0868319920274512
1416,H22309-04-02,,3,0,2014,8,6,1.0868319920274512
1417,H22310-04-01,3173001110.0,3,0,2014,7,6,1.0747256362995772
1418,H22401-04-01,3073001201.0,3,0,2013,11,6,1.0687510235353679
1419,H22401-04-02,,3,0,2013,11,6,1.0687510235353679
1420,H22404-04-01,3073001204.0,3,0,2013,11,6,1.0687510235353679
1421,H22406-04-01,3073001206.0,3,0,2013,11,6,1.0687510235353679
1422,H22407-04-01,30307300120702.0,3,0,2014,5,6,1.0851567104844397
1423,H22407-04-02,30307300120706.0,3,0,2014,5,6,1.0851567104844397
1424,H22407-04-03,3073001207.0,1,1,2014,7,1,1.0747256362995772
1425,H22408-04-01,3073001208.0,3,0,2014,5,6,1.0851567104844397
1426,H22409-04-01,3073001209.0,3,0,2014,5,6,1.0851567104844397
1427,H22410-04-01,3073001210.0,3,0,2014,5,6,1.0851567104844397
1428,H22501-04-01,3153001601.0,3,0,2014,2,6,1.0731904059908903
1429,H22502-04-01,3153001602.0,3,0,2014,2,6,1.0731904059908903
1430,H22502-04-02,,3,0,2014,10,6,1.0948123174730158
1431,H22503-04-01,2315300160303.0,3,0,2014,8,6,1.0868319920274512
1432,H22503-04-02,3153001603.0,3,0,2014,2,6,1.0731904059908903
1433,H22504-04-01,3153001604.0,3,0,2014,2,6,1.0731904059908903
1434,H22505-04-01,3153001605.0,3,1,2014,8,6,1.0868319920274512
1435,H22506-04-01,3153001606.0,3,0,2014,8,6,1.0868319920274512
1436,H22507-04-01,3153001607.0,3,0,2014,8,6,1.0868319920274512
1437,H22509-04-01,3153001609.0,3,0,2014,8,6,1.0868319920274512
1438,H22510-04-01,3153001610.0,3,0,2014,8,6,1.0868319920274512
1439,H22802-04-01,3073002002.0,3,0,2014,1,6,1.0693649877067413
1440,H22803-04-01,3073002003.0,3,0,2014,1,6,1.0693649877067413
1441,H22805-04-01,3073002005.0,3,0,2014,1,6,1.0693649877067413
1442,H22806-04-01,3073002006.0,3,0,2014,7,6,1.0747256362995772
1443,H22807-04-01,3073002007.0,3,0,2014,7,6,1.0747256362995772
1444,H23101-04-01,3073002501.0,3,0,2013,11,6,1.0687510235353679
1445,H23102-04-01,3073002502.0,3,0,2013,11,6,1.0687510235353679
1446,H23103-04-01,3073002503.0,3,0,2013,11,6,1.0687510235353679
1447,H23103-04-02,,3,0,2013,11,6,1.0687510235353679
1448,H23104-04-01,3073002504.0,3,0,2013,11,6,1.0687510235353679
1449,H23104-04-02,,3,0,2013,11,6,1.0687510235353679
1450,H23105-04-01,3073002505.0,3,0,2013,11,6,1.0687510235353679
1451,H23106-04-01,3073002506.0,3,0,2014,5,6,1.0851567104844397
1452,H23107-04-01,3073002507.0,3,0,2014,5,6,1.0851567104844397
1453,H23108-04-01,3073002508.0,3,0,2014,5,6,1.0851567104844397
1454,H23109-04-01,3073002509.0,3,0,2014,5,6,1.0851567104844397
1455,H23109-04-02,307300250903.0,3,0,2014,5,6,1.0851567104844397
1456,H23109-04-03,307300250904.0,3,0,2014,6,6,1.0753197970037849
1457,H23110-04-01,3073002510.0,3,0,2014,5,6,1.0851567104844397
1458,H23301-04-01,3083000201.0,3,0,2014,6,7,1.0753197970037849
1459,H23302-04-01,3083000202.0,3,0,2014,6,7,1.0753197970037849
1460,H23303-04-01,3083000203.0,3,0,2013,12,7,1.0700411330335953
1461,H23304-04-01,3083000204.0,3,0,2013,12,7,1.0700411330335953
1462,H23306-04-01,3083000206.0,3,0,2014,6,7,1.0753197970037849
1463,H23307-04-01,3083000207.0,3,0,2013,12,7,1.0700411330335953
1464,H23308-04-01,3083000208.0,3,0,2013,12,7,1.0700411330335953
